#OTUId	16-TM29-FDA	13-TM42-FDA	23-T26-FDA	16-T26-FDA	20-TM30-FDA	18-TM36-FDA	23-T80-FDA	15-T52-FDA	26-S0-FDA	08-TM36-FDA	29-T13-FDA	18-T52-FDA	16-TM54-FDA	CONTROL5	19-S0-FDA	14-T52-FDA	19-T13-FDA	03-TM60-FDA	CONTROL3	27-T26-FDA	16-T106-FDA	23-TM42-FDA	35-T52-FDA	30-T80-FDA	27-T52-FDA	28-T52-FDA	20-T106-FDA	16-T80-FDA	22-T26-FDA	02-TM54-FDA	14-TM60-FDA	13-TM60-FDA	28-T26-FDA	26-T80-FDA	06-TM30-FDA	14-TM48-FDA	26-T13-FDA	13-TM30-FDA	15-T26-FDA	18-S0-FDA	13-TM48-FDA	33-T0-FDA	30-T26-FDA	27-T13-FDA	31-T0-FDA	28-T0-FDA	33-T13-FDA	33-T26-FDA	26-T26-FDA	07-T106-FDA	31-T80-FDA	14-TM42-FDA	22-S0-FDA	34-S0-FDA	13-T52-FDA	19-T80-FDA	08-TM48-FDA	03-TM48-FDA	31-T52-FDA	30-T13-FDA	16-T52-FDA	06-TM42-FDA	16-TM48-FDA	21-S0-FDA	07-TM54-FDA	05-TM36-FDA	14-T80-FDA	35-T13-FDA	28-T6-FDA	13-TM54-FDA	19-T26-FDA	02-TM60-FDA	12-T80-FDA	01-TM48-FDA	31-T8-FDA	16-S0-FDA	10-T106-FDA	26-T106-FDA	20-T52-FDA	30-T0-FDA	35-T80-FDA	06-TM36-FDA	10-TM36-FDA	15-T13-FDA	14-TM30-FDA	13-TM36-FDA	22-TM30-FDA	30-T52-FDA	22-TM36-FDA	22-T13-FDA	28-T106-FDA	16-TM42-FDA	14-TM54-FDA	JR-F-DA	31-T26-FDA	20-T6-FDA	14-TM36-FDA	28-S0-FDA	02-TM46-FDA	22-T52-FDA	01-TM60-FDA	19-T6-FDA	03-TM54-FDA	16-T6-FDA	23-T52-FDA	27-T39-FDA	35-T26-FDA	20-T26-FDA	11-T80-FDA	NP-F-DA	20-S0-FDA	14-T26-FDA	27-T80-FDA	07-TM60-FDA	CONTROL4	29-T0-FDA	16-T13-FDA	25-T26-FDA	13-T106-FDA	16-TM36-FDA	19-T106-FDA	18-T13-FDA	14-T106-FDA	27-T0-FDA	19-T52-FDA	26-TM30-FDA	22-T106-FDA	06-T106-FDA	20-T80-FDA	21-T6-FDA	20-T13-FDA	21-T13-FDA	22-T6-FDA	29-T26-FDA	05-TM48-FDA	CONTROL2	CONTROL1	CONTROL6	18-T26-FDA	08-TM42-FDA	08-T106-FDA	taxonomy
OTU_1738	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	73	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	1	0	0	1	368	3	0	0	0	0	3	0	0	0	0	51	0	0	18	0	0	0	0	0	3	0	0	0	0	0	15	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_25	0	0	15	1	0	0	416	0	0	1	0	0	0	394	2	125	729	931	6	1	0	0	1	0	1	2	0	0	0	0	1536	0	0	0	1	294	1	1	2547	0	0	0	0	0	1	59	0	0	0	0	0	62	0	0	0	146	1	1004	6	0	0	0	0	1	981	1541	222	2	4	4	22	0	4	0	0	0	5	1	0	0	0	0	3	1477	313	1	0	1	0	0	0	2	913	59	0	0	441	300	1	0	2	5	1506	0	16	1	0	0	7	297	0	2	4	566	38	0	2	2	0	0	724	0	256	654	350	0	0	0	0	0	0	0	0	0	1127	386	1192	63	0	0	2	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_360	0	0	3	0	0	0	0	1	0	0	0	0	57	0	0	0	27	0	0	0	0	68	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_190	0	0	4	0	0	0	174	0	0	0	0	0	0	118	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	1	0	0	0	0	0	0	158	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	85	34	0	0	98	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	12	30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	48	17	45	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_5571	0	0	3	1	0	0	2	0	46	1	62	0	2	2	1	2	6	3	1	6	1	1	1	1	1	0	0	0	59	1	1	3	20	4	1	0	45	3	1	0	0	0	1	0	75	0	0	0	30	1	5	0	0	8	0	2	0	6	3	0	0	0	0	0	3	7	2	0	4	18	0	4	18	0	13	30	2	31	1	0	1	2	20	20	1	1	0	0	0	6	0	2	0	1	14	0	0	0	1	1	0	1	0	1	6	2	3	0	1	1	1	2	2	1	5	1	3	0	1	4	0	0	3	0	0	4	0	5	0	0	0	0	0	13	2	0	0	0	339	0	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
OTU_238	0	0	23	4	3	0	32	2	5	0	0	0	0	4	0	13	5	0	13	47	0	1	67	0	0	0	0	0	0	0	142	0	0	5	170	124	4	1	0	0	0	0	0	0	0	0	0	0	37	7	3	57	0	0	0	0	0	0	0	0	17	25	0	0	131	187	9	0	0	0	0	0	5	0	0	0	0	0	0	0	18	305	0	65	29	0	0	0	0	0	0	0	54	13	0	0	371	0	4	0	0	0	0	84	6	0	0	0	1	10	40	0	1	5	6	38	21	0	0	9	0	0	124	0	0	0	0	0	2	0	0	0	0	0	0	28	0	6	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_1513	0	0	1	0	6	0	12	0	1	4	0	11	31	4	0	2	0	8	5	0	0	1	28	0	0	0	0	0	0	0	14	71	0	0	0	7	0	2	7	0	0	7	0	0	69	0	99	79	0	2	278	0	0	1	25	1	0	0	122	0	0	9	0	0	0	95	10	0	0	0	3	0	0	144	0	0	0	17	0	0	107	11	0	0	4	0	0	0	2	0	0	1	30	0	0	0	10	0	0	0	0	0	4	0	9	0	0	0	0	9	3	0	0	1	1	0	0	0	2	0	2	0	25	0	1	49	0	0	0	0	0	0	0	0	11	0	0	1	0	0	10	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;
OTU_733	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	38	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	105	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_189	0	0	17	2	3	0	54	0	0	0	0	0	4	7	0	14	0	0	0	0	2	52	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	40	1	0	0	2	6	0	0	0	0	1	0	3	0	0	0	0	0	7	0	0	0	0	4	2	0	8	0	4	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	15	0	0	21	40	0	1	567	0	10	8	0	0	0	0	0	0	0	2	0	1	0	0	0	4	0	9	0	0	0	0	5	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Intestinimonas;
OTU_2092	0	0	1	4	0	0	2	0	0	0	0	0	0	3	9	2	0	0	6	1	0	3	0	0	0	0	0	13	0	8	27	0	0	46	10	0	118	2	56	0	2	0	0	0	0	0	0	0	66	0	14	4	1	7	0	0	0	3	0	0	0	0	0	0	2	14	0	0	1	1	0	17	1	1	0	0	0	1	0	0	0	17	0	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	30	0	0	0	0	225	1	0	1	0	0	13	0	28	0	5	1	0	3	0	0	20	4	0	1	1	0	54	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;
OTU_1921	0	0	1	0	0	0	33	0	0	0	0	0	0	44	0	5	17	116	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	22	0	0	30	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	2	0	114	0	0	0	0	0	0	43	15	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	24	0	0	0	0	0	0	0	41	0	0	0	33	8	0	0	0	0	140	0	0	0	0	0	1	5	0	0	0	27	3	0	0	0	0	0	23	0	12	91	4	0	0	0	0	0	0	0	0	0	11	29	52	5	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_174	0	0	2	0	0	6	0	1	1	1	4	0	0	3	0	0	0	0	2	0	1	1	0	3	3	0	0	1	0	7	1	0	0	0	3	0	0	2	0	0	1	0	3	1	7	0	0	0	1	581	3	0	1	0	0	0	0	0	1	7	1	3	0	1	0	1	0	0	0	19	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	9	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	14	0	0	0	1	0	0	0	0	1	Bacteria;Candidatus Saccharibacteria;Saccharibacteria_genera_incertae_sedis;Saccharibacteria_genera_incertae_sedis;Saccharibacteria_genera_incertae_sedis;Saccharibacteria_genera_incertae_sedis;
OTU_432	0	0	4	0	0	0	0	11	0	3	0	0	10	2	8	0	1	2	0	0	1	0	1	0	2	4	0	2	12	0	8	10	151	0	0	4	0	1	2	18	0	6	1	7	1	1	0	3	0	0	2	9	5	0	2	0	1	4	2	0	2	0	0	4	1	0	1	3	0	10	0	0	0	1	2	2	6	0	0	0	3	1	12	13	0	1	5	0	4	21	0	1	6	0	7	5	35	2	1	7	1	2	2	1	4	0	5	9	3	0	0	5	5	2	2	0	4	0	1	0	1	1	5	10	0	0	3	1	197	0	5	0	24	0	4	0	0	0	0	0	2	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVa;
OTU_206	0	0	4	1	5	0	0	0	0	0	0	0	0	2	0	1	0	48	0	7	0	0	0	2	0	0	0	0	0	2	0	0	0	1080	0	2	0	2	1	0	0	0	0	3	0	0	0	0	0	1	4	33	0	0	0	67	0	273	0	0	2	2	10	0	0	38	1	0	0	0	0	0	1	0	0	1	0	0	0	0	323	0	0	0	1	0	0	0	1	0	0	117	0	0	0	0	5	0	32	1	0	0	3	20	0	11	1	0	75	0	45	538	0	3	0	4	1	0	1	57	9	0	1	6	48	0	0	0	1	0	0	0	0	0	15	0	1	0	0	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_375	0	0	1	0	0	0	0	0	0	0	0	180	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaeroglobus;
OTU_233	0	0	1	3	85	0	39	0	0	0	0	0	4	0	0	20	0	0	0	0	0	6	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	62	0	3	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	9	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_175	0	0	11	30	132	0	5	1	0	0	9	0	19	5	0	0	0	0	1	0	0	48	3	0	0	0	10	0	0	0	0	0	0	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	23	0	0	1	0	0	0	4	0	0	0	0	10	1	0	0	11	17	0	0	0	0	0	0	5	0	3	0	0	0	16	0	3	1	0	137	0	0	0	0	1	0	0	0	3	0	0	9	2	0	0	0	0	0	0	0	3	0	0	27	132	2	4	0	0	37	3	0	41	0	4	0	0	0	4	0	5	0	1	0	21	0	55	0	0	0	13	1	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_241	0	0	1	0	0	0	56	0	1	0	0	0	194	9	0	83	18	0	32	0	0	37	0	0	0	27	0	0	0	0	47	1	0	0	0	25	0	0	9	0	0	0	0	0	0	0	0	0	0	10	0	8	0	0	0	6	0	0	0	0	0	33	0	0	60	71	103	0	0	14	12	1	1	0	0	0	0	0	0	0	0	75	5	0	69	0	28	0	8	0	0	0	145	13	0	0	43	0	0	115	0	12	2	0	1	0	0	0	288	5	0	0	1	19	3	0	0	0	0	0	35	0	92	0	9	0	15	3	0	0	0	0	0	0	28	22	4	12	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas;
OTU_3931	0	0	4	0	0	0	88	0	0	0	0	0	0	32	0	15	43	94	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	21	0	0	635	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	0	16	0	115	0	0	0	0	0	0	142	27	15	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	435	18	0	0	0	0	0	0	0	52	0	0	0	30	57	0	0	0	0	169	0	0	0	0	0	0	11	0	0	0	70	3	0	0	0	0	0	79	0	20	96	12	0	0	0	0	0	0	0	0	0	19	37	96	12	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_5206	0	0	3	0	0	0	0	0	0	0	11	0	0	1	0	1	0	1	2	0	9	1	0	0	0	0	0	0	0	2	0	0	0	27	4	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	8	0	0	93	0	1	3	0	0	4	4	1	0	0	0	0	1	1	0	53	0	0	8	0	0	1	6	0	8	0	0	0	0	0	0	0	0	0	0	63	11	2	0	2	0	0	0	1	0	1	1	5	3	1	0	1	3	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	3	1	0	0	0	0	4	4	0	1	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;
OTU_123	0	0	2	0	0	0	44	0	0	0	64	0	0	0	0	38	0	0	0	0	0	0	78	0	0	0	0	0	0	0	14	0	0	0	0	22	1	0	0	0	0	1	0	0	0	0	0	0	0	25	0	32	0	0	0	12	0	0	0	0	0	58	0	0	0	43	136	11	0	0	0	0	0	0	0	0	0	0	0	0	490	8	0	0	9	0	0	0	99	0	0	0	153	0	0	0	87	0	1	0	0	0	0	0	84	0	6	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	61	0	0	75	0	0	0	0	Bacteria;;;;;;
OTU_208	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae_incertae_sedis;
OTU_4164	0	0	2	0	0	0	36	0	1	0	0	1	0	17	0	0	0	1	86	2	25	1	6	0	14	0	0	1	0	78	78	0	0	0	416	17	2	2	1	0	3	0	1	0	0	0	0	0	0	86	1	17	0	8	2	19	0	1	0	0	0	179	0	2	1	133	39	0	3	1	0	62	65	0	0	0	0	0	0	0	0	125	0	33	25	0	0	0	10	0	0	92	94	37	0	0	65	0	263	0	1	0	0	0	63	8	4	0	8	32	2	105	0	102	84	0	0	0	0	2	0	0	114	0	3	7	0	113	3	0	0	0	0	1	559	110	16	8	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
OTU_5499	0	0	2	0	4	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6	0	0	0	6	0	0	1	4	0	0	2	0	94	0	0	38	0	0	4	0	9	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	3	0	0	0	0	9	12	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_75	0	0	1	0	0	0	1	0	0	0	0	1275	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1286	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1448	1	0	0	0	0	0	0	4546	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;
OTU_1356	0	0	1	0	0	0	0	0	0	0	1	0	0	40	0	471	1	0	46	238	3	0	0	0	4	0	0	0	0	0	33	0	0	2	41	17	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	8	0	0	0	2	0	0	1	0	4	9	0	0	1	0	28	0	4	0	0	1	0	8	2	0	0	0	0	0	1	19	0	0	32	0	0	0	1	0	0	0	106	6	1	0	67	0	1	0	0	0	0	0	0	15	0	0	0	0	0	62	1	1	48	0	0	0	5	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_93	0	0	2	0	0	0	23	1	5	0	0	1	0	0	0	77	0	162	0	0	1	0	1	0	0	1	0	0	1	393	400	0	0	0	36	238	1	0	0	0	0	92	0	0	0	38	348	226	0	17	0	79	0	0	0	0	0	263	0	0	0	59	0	1	64	0	546	2	7	0	2	0	1	0	0	0	0	0	0	0	0	192	1	1	217	1	693	0	262	0	0	0	655	6	0	0	321	95	1	667	0	0	309	0	30	0	0	0	106	0	0	0	3	52	350	0	0	0	0	0	1	0	369	0	0	0	97	27	0	0	0	1	0	0	0	90	104	0	0	1	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;
OTU_464	0	0	6	0	91	0	2	0	0	0	0	1	4	4	0	0	0	0	1	1	12	0	0	0	0	0	5	0	0	0	0	4	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	26	9	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	10	1	0	1	0	0	0	0	0	39	0	0	18	0	0	0	0	0	0	0	0	0	7	0	5	105	16	4	0	0	10	0	0	0	0	1	0	0	0	2	0	0	0	0	0	10	0	4	0	0	0	54	0	0	3	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_551	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	10	0	0	0	Bacteria;;;;;;
OTU_2681	0	0	4	0	12	0	12	107	2	1	0	0	89	41	0	13	1	1	32	0	32	0	24	0	48	0	0	24	0	72	64	4	0	31	69	18	0	0	6	0	2	0	0	0	0	1	0	1	3	25	0	10	0	1	0	4	0	0	0	0	20	61	37	0	17	41	5	0	0	0	1	6	57	1	524	1	0	12	0	0	105	168	0	11	6	0	0	0	1	0	0	3	88	25	221	0	82	0	166	0	0	0	0	24	19	0	45	0	2	51	1	49	0	36	15	3	0	0	0	0	0	0	33	0	1	134	0	32	8	134	0	0	0	0	138	41	5	16	0	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
OTU_173	0	0	1	0	1	0	1	0	2	0	0	0	47	1	0	0	0	0	0	0	5	0	0	0	0	0	1	12	0	0	5	0	0	13	32	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	3	0	0	0	5	2	1	0	0	0	0	2	0	42	1	1	1	0	0	1	122	0	0	11	0	0	0	15	0	0	0	5	4	0	0	4	0	0	0	0	0	0	244	2	0	0	0	0	19	0	2	0	1	1	0	3	0	0	1	0	0	30	0	0	21	0	0	0	1017	0	0	0	0	34	5	0	8	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_1595	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	1	0	0	0	0	0	98	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	32	0	6	0	0	0	0	0	0	0	0	41	0	16	0	0	130	0	0	0	0	0	27	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	28	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;
OTU_1245	0	0	2	0	0	0	0	0	1	141	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	34	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	6	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	2	0	1	3	14	2	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	16	785	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
OTU_3970	0	0	1	0	0	0	27	0	0	0	0	0	104	25	0	62	0	32	6	2	0	0	0	0	0	13	0	0	0	3	26	0	0	0	0	7	0	0	0	0	0	1	0	1	13	0	12	50	0	0	0	17	0	0	0	0	0	470	2	0	0	0	31	8	8	82	31	0	0	21	0	11	0	0	0	0	0	0	0	0	0	0	3	0	44	0	6	0	1	0	5	16	19	2	0	1	37	3	10	83	0	0	81	0	18	0	0	0	58	0	0	85	0	98	0	0	0	0	0	114	0	0	39	3	6	0	0	0	0	1	0	0	0	0	35	0	4	8	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_760	0	0	1	0	1	0	6	12	1	0	0	1	5	11	0	1	2	0	26	3	13	2	14	0	3	0	0	5	0	32	24	1	0	17	35	6	2	0	0	0	0	0	0	0	0	0	0	0	0	10	3	12	0	15	1	4	1	0	0	0	7	27	5	0	2	9	3	0	0	0	0	4	6	0	155	0	0	4	0	0	25	25	0	2	2	1	0	0	0	0	0	4	23	10	54	0	20	0	43	0	0	0	0	10	2	4	13	0	0	6	1	18	0	7	8	3	0	0	0	0	0	0	20	1	1	16	0	7	1	31	0	0	0	3	36	5	2	3	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
OTU_1525	0	0	1	0	9	1	0	0	0	70	0	0	103	1	0	0	0	6	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	23	11	0	1	38	1	0	0	0	0	17	7	13	0	0	0	0	0	13	3	0	1	0	0	0	0	7	53	13	6	0	0	25	1	14	0	12	0	2	0	3	0	0	0	0	0	0	0	4	6	2	0	1	2	13	0	6	0	0	0	2	11	0	4	12	16	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	18	0	22	0	0	1	49	9	0	0	0	4	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_1739	0	0	1	0	0	0	0	7	1	0	0	0	8	3	1	3	0	0	1	0	0	0	0	0	1	1	0	0	0	1	3	0	0	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	50	0	0	0	0	0	0	0	0	0	3	3	0	1	1	117	0	6	0	0	0	6	0	1	0	0	0	0	0	0	23	0	4	36	0	0	0	0	0	0	0	7	3	0	0	481	0	5	0	0	0	0	0	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	451	0	0	12	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
OTU_61	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;
