Samples	M1_S1	M2_S2	M3_S3	N4_S4	N5_S5	N6_S6	O1_S7	O2_S8	O3_S9	V1_S10	V4_S12	V6_S11	X1_S13	X2_S14	X4_S15	Z2_S16	Z3_S17	Z4_S18
Condition	Remission-Responder	Remission-Responder	Remission-Responder	Relapse-non-responder	Relapse-non-responder	Relapse-non-responder	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Relapse-non-responder	Relapse-non-responder	Relapse-non-responder	Remission-Responder	Remission-Responder	Remission-Responder
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Unknown|Erysipelotrichaceae bacterium 2_2_44A 	1.62E-06	2.37E-06	1.96E-06	0	0	0	2.98E-07	2.09E-06	9.38E-07	3.79E-06	0	6.21E-07	8.47E-07	5.89E-07	1.34E-06	3.26E-07	1.95E-06	1.40E-06
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Unknown|Erysipelotrichaceae bacterium 21_3 	3.25E-07	9.48E-07	3.92E-07	0	0	0	8.95E-07	2.09E-06	1.88E-06	0	0	0	9.03E-06	3.09E-06	6.86E-06	0	0	4.53E-08
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Unknown|Erysipelotrichaceae bacterium 6_1_45 	8.56E-05	0.000200752	0.000110079	0	0	0	0	0	0	0	0	0	1.98E-05	0	2.09E-05	1.09E-07	3.00E-07	3.17E-07
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Unknown|Erysipelotrichaceae bacterium CAG	1.62E-07	2.37E-07	7.83E-07	0	0	0	4.18E-06	4.18E-06	4.38E-06	0	0	0	1.13E-06	1.47E-07	0	7.61E-07	1.65E-06	1.36E-06
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales* |Erysipelotrichaceae* |Unknown|Unknown	0.000180084	0.000748257	0.000513766	2.50E-05	5.51E-07	0	0.006343112	0.003628338	0.003261602	0.00011929	0	3.24E-05	0.004138814	0.001446588	0.017286038	0.001889471	0.000663577	0.006846648
Bacteria |Firmicutes |Negativicutes |Acidaminococcales |Acidaminococcaceae |Phascolarctobacterium |Phascolarctobacterium faecium 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137922	0.000173876	0.000219772
Bacteria |Firmicutes |Negativicutes |Acidaminococcales |Acidaminococcaceae |Phascolarctobacterium |Phascolarctobacterium sp. 	1.75E-05	7.11E-06	1.94E-05	0	0	0	0	0	0	6.02E-06	0	0	1.13E-06	7.36E-07	0	0	0	1.36E-07
Bacteria |Firmicutes |Negativicutes |Acidaminococcales |Acidaminococcaceae |Phascolarctobacterium |Phascolarctobacterium sp. CAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63E-06	3.60E-06	5.61E-06
Bacteria |Firmicutes |Negativicutes |Acidaminococcales |Acidaminococcaceae |Phascolarctobacterium |Phascolarctobacterium succinatutens 	0	0	0	2.74E-06	2.76E-07	0	0	0	0	0	0	0	0	0	0	1.09E-07	6.00E-07	1.86E-06
Bacteria |Firmicutes |Negativicutes |Acidaminococcales |Acidaminococcaceae |Phascolarctobacterium |Unknown	0	0	0	0	0	0	0	0	0	0	2.68E-07	0	0	0	0	0.015120771	0.01674637	0.015711257
Bacteria |Firmicutes |Negativicutes |Acidaminococcales |Acidaminococcaceae* |Unknown|Unknown	0	1.90E-06	6.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.16E-05	1.18E-05	1.14E-05
Bacteria |Firmicutes |Negativicutes |Selenomonadales |Selenomonadaceae |Megamonas |Unknown	0	0	0	0	0	0	0.056878505	0.05241751	0.122029917	1.00E-05	1.34E-06	0.000566889	0	2.94E-07	3.35E-07	0	4.50E-07	7.24E-07
Bacteria |Firmicutes |Negativicutes |Unknown|Unknown|Unknown|Unknown	3.57E-06	6.80E-05	0.000208797	1.57E-05	5.51E-07	0	0	0	0	2.23E-07	2.68E-07	7.69E-06	0	0	8.37E-07	3.37E-06	1.00E-05	3.15E-05
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Veillonella |Unknown	2.76E-06	1.90E-06	9.79E-07	0.004024677	0.00042429	4.84E-07	0	0	0	0	0	0	2.82E-07	0	0	4.35E-07	0	0
Bacteria |Firmicutes |Tissierellia |Tissierellales |Peptoniphilaceae |Murdochiella |Murdochiella massiliensis 	1.62E-07	4.74E-07	5.88E-07	0	0	0	0	0	3.13E-07	0	0	0	0	0	0	2.07E-06	1.05E-06	9.05E-07
Bacteria |Firmicutes |unified Firmicutes sensu stricto no rank|Unknown|Unknown|Unknown|Firmicutes bacterium 	3.73E-06	7.35E-06	9.21E-06	0	0	0	8.95E-07	1.71E-06	4.69E-07	4.46E-07	1.61E-06	7.45E-07	2.68E-06	4.41E-07	3.35E-07	1.41E-06	4.50E-07	9.05E-07
Bacteria |Firmicutes |Unknown|Unknown|Unknown|Unknown|Unknown	0.01359044	0.027834846	0.020878118	0.019700006	0.014083175	0.008482873	0.029037034	0.028909986	0.026877497	0.02740869	0.008925966	0.018376732	0.031950794	0.015534998	0.024072433	0.021355013	0.030820294	0.027321135
Bacteria |Fusobacteria |Fusobacteriia |Fusobacteriales |Fusobacteriaceae |Cetobacterium |Cetobacterium sp. ZOR0034 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18E-07	1.20E-06	4.98E-07
Bacteria |Fusobacteria |Fusobacteriia |Fusobacteriales |Fusobacteriaceae |Fusobacterium |Fusobacterium mortiferum 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002905506	0.010761434	0.010283009
Bacteria |Fusobacteria |Fusobacteriia |Fusobacteriales |Fusobacteriaceae |Fusobacterium |Fusobacterium necrophorum 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31E-06	2.55E-06	2.26E-06
Bacteria |Fusobacteria |Fusobacteriia |Fusobacteriales |Fusobacteriaceae |Fusobacterium |Unknown	3.25E-07	7.11E-07	9.79E-07	0	0	0	0	0	0	0	0	0	2.82E-07	0	3.35E-07	0.001162115	0.004246325	0.004035109
Bacteria |Fusobacteria |Fusobacteriia |Fusobacteriales |Unknown|Unknown|Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78E-05	7.15E-05	6.61E-05
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Burkholderiaceae |Burkholderia |Burkholderia sp. MSHR3999 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09E-06	1.65E-06	1.45E-06
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Comamonadaceae |Ottowia |Ottowia thiooxydans 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31E-06	7.49E-07	6.34E-07
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Oxalobacteraceae |Oxalobacter |Oxalobacter formigenes 	1.07E-05	1.40E-05	2.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.18E-07	1.50E-07	0
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Sutterellaceae |Duodenibacillus |Duodenibacillus massiliensis* 	0	0	0	0	0	0	0	0	0	0.000437249	2.68E-07	0	0	0	0	8.21E-05	8.32E-05	9.99E-05
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Sutterellaceae |Parasutterella |Parasutterella excrementihominis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46E-06	2.70E-06	3.71E-06
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Sutterellaceae |Sutterella |Sutterella megalosphaeroides 	0	0	0	0	0	0	0	0	0	6.87E-05	0	0	0	0	0	3.62E-05	0	1.91E-05
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Sutterellaceae |Sutterella |Sutterella parvirubra 	0	0	0	0	0	0	0	0	0	7.47E-05	0	0	0	0	0	3.48E-06	8.99E-07	4.12E-06
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Sutterellaceae |Sutterella |Sutterella sp. 63_29 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35E-05	1.18E-05	1.55E-05
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Sutterellaceae |Sutterella |Sutterella sp. AM11-39 	0	0	0	0	0	0	0	0	0	0.02236215	5.62E-06	1.63E-05	0	0	0	5.98E-05	1.20E-06	2.68E-05
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Sutterellaceae |Sutterella |Sutterella sp. CAG	1.72E-05	1.26E-05	3.27E-05	0	0	0	0	0	0	7.22E-05	0	0	1.13E-05	5.67E-05	0	2.35E-05	9.89E-06	2.01E-05
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Sutterellaceae |Sutterella |Sutterella sp. KLE1602 	0	0	0	0	0	0	0	0	0	6.82E-05	0	0	0	0	0	3.28E-05	3.37E-05	3.48E-05
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Sutterellaceae |Sutterella |Sutterella wadsworthensis 	0.000733003	0.000547742	0.001440816	0	5.51E-07	0	0	0	0	6.91E-05	0	0	7.06E-07	0	1.67E-07	0.000481097	0.000342806	0.000458827
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Sutterellaceae |Sutterella |Unknown	0.023820496	0.016930481	0.045862444	0	3.03E-06	0	0	0	0	0.00064506	0	1.24E-07	6.21E-06	1.18E-05	1.67E-07	0.005883889	0.004563949	0.005064799
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Sutterellaceae |Unknown|Unknown	0	0	0	0	0	0	0	0	0	0.00084306	0	1.24E-07	0.000609703	0.003685929	3.35E-06	0.000306083	0.000110022	0.000212167
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Unknown|Unknown|Unknown	0	4.74E-07	1.37E-06	0	0	0	1.49E-06	7.59E-07	0	0.000216506	0	0	1.41E-07	5.89E-07	0	0.000118779	2.70E-06	7.00E-05
Bacteria |Proteobacteria |Betaproteobacteria |Unknown|Unknown|Unknown|Betaproteobacteria bacterium RBG_16_56_24 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52E-06	1.80E-06	2.17E-06
Bacteria |Proteobacteria |Betaproteobacteria |Unknown|Unknown|Unknown|Unknown	0	0	0	0	0	0	1.49E-06	0	3.13E-07	4.91E-06	0	0	0	0	0	1.52E-06	0	2.26E-07
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfomicrobiaceae |Desulfomicrobium |Desulfomicrobium escambiense 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96E-06	1.50E-06	1.18E-06
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfomicrobiaceae |Desulfomicrobium |Desulfomicrobium orale 	1.02E-05	5.69E-06	1.02E-05	0	0	0	0	0	0	0	2.41E-06	2.36E-06	0	0	0	1.57E-05	1.26E-05	4.71E-06
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Bilophila |Bilophila sp. 4_1_30 	8.48E-05	5.83E-05	0.000184509	0	0	0	4.80E-05	1.94E-05	0	0	1.87E-06	6.21E-07	1.41E-07	7.36E-07	0	6.36E-05	6.24E-05	7.00E-05
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Bilophila |Bilophila wadsworthia 	0.000482119	0.000290581	0.000668307	0	0	0	0.000376934	0.00016929	5.14E-05	0	2.41E-06	2.36E-06	1.41E-07	2.06E-06	0	0.000296076	0.000263962	0.000171743
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Bilophila |Unknown	0.003862476	0.001747751	0.005441645	0	2.76E-07	1.61E-07	0.000904283	0.00035585	1.25E-06	3.57E-06	1.45E-05	1.77E-05	0	5.89E-06	0	0.003153288	0.002932061	0.001935078
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Desulfovibrio alaskensis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52E-06	1.05E-06	7.70E-07
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Desulfovibrio aminophilus 	1.62E-07	2.37E-07	1.18E-06	0	0	0	0	0	0	0	0	0	0	0	0	3.26E-07	6.00E-07	4.98E-07
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Desulfovibrio fairfieldensis 	0	2.39E-05	0.000123202	0	0	0	0	0	0	0	0	0	2.82E-07	2.94E-07	0	5.44E-07	1.20E-06	1.77E-06
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Desulfovibrio magneticus 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09E-06	8.99E-07	4.98E-07
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Desulfovibrio piger 	2.34E-05	1.02E-05	2.41E-05	0	0	0	7.19E-05	3.80E-05	2.08E-05	0.000606932	0.001865667	0.001719778	0	0.000514326	1.67E-07	2.92E-05	2.62E-05	1.63E-05
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Desulfovibrio sp. 6_1_46AFAA 	8.28E-06	6.16E-06	2.88E-05	0	0	0	8.65E-06	3.04E-06	0	0	0	0	0	0	0	1.09E-07	0	4.53E-08
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Desulfovibrio sp. An276 	0	7.11E-07	1.37E-06	0	0	0	0	0	0	3.57E-06	6.96E-06	3.60E-06	0	6.62E-06	0	1.14E-05	9.59E-06	5.75E-06
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |uncultured Desulfovibrio sp. 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.61E-07	6.00E-07	7.24E-07
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Unknown	3.38E-05	0.0001223	0.000866135	0	0	0	1.91E-05	8.16E-06	1.56E-06	8.12E-05	0.000292874	0.000286051	7.06E-07	0.000103601	0	9.19E-05	7.19E-05	3.31E-05
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Mailhella |Mailhella massiliensis* 	0	4.74E-07	2.55E-06	0	0	0	6.57E-06	4.74E-06	2.97E-06	1.56E-06	8.57E-06	9.18E-06	9.88E-07	4.71E-06	0	1.50E-05	1.00E-05	7.60E-06
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Unknown|Desulfovibrionaceae bacterium 	3.25E-07	1.19E-06	5.48E-06	0	0	0	0.011516327	0.006966682	0.005021698	2.68E-06	8.30E-06	8.94E-06	1.26E-05	2.94E-05	0	5.38E-05	4.39E-05	2.32E-05
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Unknown|Unknown	0.000153453	9.41E-05	0.000171582	0	0	0	0.000888167	0.000505022	0.000335978	1.27E-05	5.03E-05	4.69E-05	3.39E-06	3.24E-05	0	0.000503177	0.000423748	0.000272282
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Unknown|Unknown|Unknown	6.50E-07	2.37E-07	2.35E-06	0	0	0	0.000199659	0.000121653	7.04E-05	2.45E-06	7.50E-06	5.21E-06	0	2.94E-06	0	6.09E-06	6.00E-06	2.49E-06
Bacteria |Proteobacteria |Deltaproteobacteria |Unknown|Unknown|Unknown|Unknown	4.24E-05	3.15E-05	5.21E-05	0	0	0	0.00013221	7.52E-05	4.44E-05	5.80E-06	1.71E-05	1.61E-05	5.64E-07	1.75E-05	0	7.76E-05	6.01E-05	7.61E-05
Bacteria |Proteobacteria |Gammaproteobacteria |Alteromonadales |Alteromonadaceae |Marinobacter |Marinobacter sp. B9-2 	0	0	0	6.16E-06	6.07E-06	6.45E-07	3.88E-06	2.28E-06	2.66E-06	9.59E-06	1.34E-06	7.45E-07	1.13E-06	1.32E-06	2.18E-06	1.20E-06	3.00E-06	1.06E-05
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Escherichia |Escherichia coli 	4.87E-07	0	0	0.000735524	0.001084848	0.000244404	2.69E-05	8.20E-05	6.72E-05	8.92E-06	1.31E-05	2.57E-05	6.49E-06	8.68E-06	2.26E-05	4.35E-07	1.05E-06	6.79E-07
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Escherichia |Unknown	0	0	0	0.000840942	0.001412646	9.74E-05	1.49E-05	5.20E-05	2.33E-05	3.79E-06	4.28E-06	8.44E-06	1.98E-06	3.09E-06	8.03E-06	2.18E-07	1.95E-06	8.60E-07
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Klebsiella |Klebsiella pneumoniae 	0.000671135	0.000998309	0.000940565	2.05E-06	1.35E-05	5.00E-06	0	0	0	0.000257087	3.88E-05	9.05E-05	0	0	0	2.18E-07	1.50E-07	4.07E-07
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Klebsiella |Unknown	0	0	0	1.78E-05	0.00081274	0.000504768	0	0	0	0	0	0	0	0	0	5.44E-07	6.00E-07	5.88E-07
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Shigella |Shigella flexneri 	0	0	0	3.42E-07	6.89E-06	2.42E-06	0	0	0	0	0	0	0	0	0	2.18E-07	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Unknown|Unknown	6.50E-07	3.08E-06	3.53E-06	0.016808906	0.018920192	0.01185874	0.0002301	0.000724035	0.000659137	0.00043881	0.000611181	0.001094438	0.000239874	0.000120083	0.000713565	5.11E-06	1.33E-05	8.06E-06
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Unknown|Unknown|Unknown	0	1.19E-06	0	0.004893	0.022389224	0.01646904	5.88E-05	0.000176501	0.000171976	0.000196216	0.000278685	0.000482253	1.51E-05	6.77E-06	5.02E-05	2.72E-06	6.15E-06	4.93E-06
Bacteria |Proteobacteria |Gammaproteobacteria |Oceanospirillales |Halomonadaceae |Halomonas |Halomonas salina 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.61E-07	0	1.58E-06
Bacteria |Proteobacteria |Gammaproteobacteria |Oceanospirillales |Halomonadaceae |Halomonas |Halomonas sp. N3-2A 	6.50E-07	5.69E-06	2.15E-06	2.74E-05	2.56E-05	2.42E-06	2.66E-05	8.16E-06	8.44E-06	1.34E-06	5.35E-07	2.48E-07	5.64E-07	0	1.00E-06	0	0	3.17E-07
Bacteria |Proteobacteria |Gammaproteobacteria |Oceanospirillales |Oceanospirillaceae |Oceanospirillum |Oceanospirillum multiglobuliferum 	1.62E-07	0	0	2.74E-06	2.21E-06	0	2.98E-06	1.14E-06	1.56E-06	4.24E-06	1.34E-06	3.72E-07	0	0	0	1.09E-07	0	4.98E-07
Bacteria |Proteobacteria |Gammaproteobacteria |Pseudomonadales |Moraxellaceae |Acinetobacter |Acinetobacter calcoaceticus/baumannii complex  group	6.82E-06	1.61E-05	8.03E-06	2.40E-05	1.79E-05	1.77E-06	1.46E-05	6.45E-06	7.50E-06	5.57E-06	2.68E-07	2.48E-07	2.82E-07	1.47E-07	1.34E-06	5.44E-07	1.80E-06	2.63E-06
Bacteria |Proteobacteria |Gammaproteobacteria |Pseudomonadales |Pseudomonadaceae |Pseudomonas |Unknown	6.50E-07	2.13E-06	1.18E-06	0	0	0	0	0	0	0	0	0	0	0	0	9.79E-07	6.00E-07	4.98E-07
Bacteria |Proteobacteria |Gammaproteobacteria |Unknown|Unknown|Unknown|Unknown	0	0	0	0.003774825	0.003806204	0.003399566	3.49E-05	9.76E-05	8.72E-05	7.96E-05	7.04E-05	0.000206999	7.22E-05	3.93E-05	0.000188599	1.20E-06	1.05E-06	8.60E-07
Bacteria |Proteobacteria |Unknown|Unknown|Unknown|Unknown|Unknown	4.09E-05	3.27E-05	8.50E-05	0.038931111	0.042612888	0.025118772	0.002085521	0.005707829	0.005087049	0.003030198	0.003939343	0.006798572	0.001000557	0.00053331	0.002877018	0.000258441	7.00E-05	0.000148023
Bacteria |Synergistetes |Synergistia |Synergistales |Synergistaceae |Unknown|Unknown	6.50E-07	1.90E-06	1.76E-06	0	0	0	0	0	0	0	0	0	0	0	0	3.26E-07	0	9.51E-07
Bacteria |Unknown|unified Bacteria no rank|Unknown|Unknown|Unknown|bacterium MS4 	7.14E-06	1.14E-05	1.04E-05	0	0	0	3.88E-06	4.37E-06	2.03E-06	1.78E-06	5.35E-07	1.24E-06	2.82E-06	1.77E-06	8.37E-07	7.61E-07	4.50E-07	2.26E-07
Bacteria |Unknown|unified Bacteria no rank|Unknown|Unknown|Unknown|Unknown	6.82E-06	1.64E-05	6.07E-06	0	0	0	0	0	4.69E-07	1.32E-05	6.43E-06	1.48E-05	3.39E-06	5.30E-06	1.20E-05	2.18E-07	0	2.26E-07
Bacteria |Unknown|Unknown|Unknown|Unknown|Unknown|uncultured bacterium 	3.09E-06	9.01E-05	8.64E-05	0.002079251	7.22E-05	0.000376923	7.07E-05	5.73E-05	0.00022779	0	0	7.45E-07	1.57E-05	5.89E-07	4.42E-05	8.70E-07	3.00E-07	6.79E-07
Viruses |Unknown|unified Microviridae no rank|Unknown|Microviridae |Unknown|Microviridae sp. 	6.11E-05	2.35E-05	7.44E-06	0	0	0	0	0	6.25E-07	3.41E-05	7.50E-06	0.000129685	0	0	0	1.09E-07	1.50E-07	7.24E-07
Viruses |Unknown|unified Murine leukemia virus no rank|Ortervirales |Retroviridae |Gammaretrovirus |Murine leukemia virus 	2.60E-06	9.48E-06	3.33E-06	1.03E-05	1.21E-05	9.67E-07	1.55E-05	5.50E-06	9.85E-06	2.45E-06	1.07E-06	8.69E-07	2.82E-06	1.91E-06	4.69E-06	3.26E-07	1.80E-06	4.21E-06
Viruses |Unknown|unified Retroviridae no rank|Ortervirales |Retroviridae |Intracisternal A-particles |Mouse Intracisternal A-particle 	7.63E-06	1.68E-05	8.23E-06	5.68E-05	5.51E-05	6.77E-06	0.000148923	5.81E-05	2.95E-05	6.44E-05	1.18E-05	5.09E-06	4.66E-06	1.62E-06	9.71E-06	1.85E-06	1.20E-06	1.27E-05
Viruses |Unknown|Unknown|Ortervirales |Retroviridae |Betaretrovirus |Mouse mammary tumor virus 	0	0	0	0	0	0	4.78E-06	1.90E-06	1.09E-06	1.05E-05	2.14E-06	4.96E-07	0	0	0	0	1.50E-07	5.88E-07
Viruses |Unknown|Unknown|Ortervirales |Retroviridae |Betaretrovirus |Unknown	3.25E-07	1.19E-06	1.18E-06	7.53E-06	6.34E-06	6.45E-07	5.07E-06	2.85E-06	3.13E-06	8.92E-07	0	0	4.23E-07	0	3.35E-07	2.18E-07	7.49E-07	3.17E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. Marseille-P299 	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	2.06E-06	6.53E-06	0	3.00E-07	1.81E-07
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Desulfovibrio bastinii 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74E-06	1.80E-06	3.21E-06
Archaea |Euryarchaeota |Halobacteria |Haloferacales |Halorubraceae |Halorubrum |Halorubrum sp. AJ67 	0	2.37E-07	3.13E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Actinobacteria |Actinobacteria |Bifidobacteriales |Bifidobacteriaceae |Bifidobacterium |Bifidobacterium adolescentis 	3.25E-07	1.42E-06	1.96E-07	0	0	0	0.000123257	9.26E-05	0.000213876	0	0	0	2.82E-07	0	0	0	0	0
Bacteria |Actinobacteria |Actinobacteria |Bifidobacteriales |Bifidobacteriaceae |Bifidobacterium |Bifidobacterium gallinarum 	4.22E-06	8.06E-06	2.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Actinobacteria |Actinobacteria |Bifidobacteriales |Bifidobacteriaceae |Bifidobacterium |Bifidobacterium pseudocatenulatum 	6.50E-07	2.84E-06	5.88E-07	0	0	0	8.95E-07	2.28E-06	1.72E-06	0	0	0	0	0	0	0	0	0
Bacteria |Actinobacteria |Actinobacteria |Bifidobacteriales |Bifidobacteriaceae |Bifidobacterium |Bifidobacterium pullorum 	7.63E-06	1.35E-05	9.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Actinobacteria |Actinobacteria |Bifidobacteriales |Bifidobacteriaceae |Bifidobacterium |Bifidobacterium saeculare 	1.14E-05	1.30E-05	5.09E-06	0	0	0	0	0	0	0	0	0	0	4.41E-07	0	0	0	0
Bacteria |Actinobacteria |Actinobacteria |Bifidobacteriales |Bifidobacteriaceae |Bifidobacterium |Bifidobacterium scardovii 	3.25E-07	1.42E-06	9.79E-07	0.000496967	0.000122683	1.61E-07	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Actinobacteria |Actinobacteria |Streptomycetales |Streptomycetaceae |Unknown|Unknown	9.74E-07	2.37E-06	2.15E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Actinobacteria |Coriobacteriia |Coriobacteriales |Coriobacteriaceae |Collinsella |Collinsella aerofaciens 	1.14E-06	9.48E-07	1.57E-06	0	0	0	8.95E-07	9.49E-07	4.22E-06	9.59E-06	3.75E-06	1.51E-05	8.75E-06	1.62E-06	2.01E-06	0	0	0
Bacteria |Actinobacteria |Coriobacteriia |Coriobacteriales |Coriobacteriaceae |Collinsella |Collinsella sp. An2 	1.62E-07	9.48E-07	0	0	0	0	0	0	0	2.23E-07	2.68E-07	1.24E-07	0	1.62E-06	0	0	0	0
Bacteria |Actinobacteria |Coriobacteriia |Coriobacteriales |Coriobacteriaceae |Collinsella |Collinsella sp. CAG	1.62E-07	4.74E-07	3.92E-07	0	0	0	5.97E-07	9.49E-07	1.56E-07	8.92E-07	5.35E-07	3.85E-06	8.47E-07	4.41E-07	0	0	0	0
Bacteria |Actinobacteria |Coriobacteriia |Coriobacteriales |Coriobacteriaceae |Collinsella |Collinsella sp. TF05-9AC 	1.62E-07	2.37E-07	3.92E-07	0	0	0	0	0	0	4.01E-06	8.03E-07	4.96E-06	9.88E-07	0	1.67E-06	0	0	0
Bacteria |Actinobacteria |Coriobacteriia |Coriobacteriales |Coriobacteriaceae |Collinsella |Unknown	6.41E-05	4.74E-05	0.000132604	0	0	0	5.10E-05	6.28E-05	0.0001701	0.000996019	0.000309472	0.001295604	0.000190206	3.34E-05	5.25E-05	0	0	0
Bacteria |Actinobacteria |Coriobacteriia |Coriobacteriales |Coriobacteriaceae |Unknown|Unknown	4.22E-06	3.32E-06	6.07E-06	0	0	0	5.67E-06	3.61E-06	5.94E-06	3.12E-05	7.23E-06	3.72E-05	8.04E-06	1.77E-06	2.84E-06	0	0	0
Bacteria |Actinobacteria |Coriobacteriia |Coriobacteriales |Unknown|Unknown|Unknown	4.55E-06	4.03E-06	9.60E-06	0	0	0	2.98E-06	3.42E-06	9.22E-06	2.74E-05	1.15E-05	3.71E-05	1.24E-05	1.91E-06	1.34E-06	0	0	0
