Condition	Remission-Responder	Remission-Responder	Remission-Responder	Relapse-non-responder	Relapse-non-responder	Relapse-non-responder	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Relapse-non-responder	Relapse-non-responder	Relapse-non-responder	Remission-Responder	Remission-Responder	Remission-Responder				
Taxonomy	M1_S1	M2_S2	M3_S3	N4_S4	N5_S5	N6_S6	O1_S7	O2_S8	O3_S9	V1_S10	V4_S12	V6_S11	X1_S13	X2_S14	X4_S15	Z2_S16	Z3_S17	Z4_S18				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Rikenellaceae |Tidjanibacter |Tidjanibacter massiliensis* 	2.46E-06	2.59E-05	2.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. merdae-related_45_40 	1.45E-07	8.63E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Tannerella |Tannerella sp. CAG	0	8.63E-07	0	0	0	0	0	0	5.91E-07	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Unknown|Unknown|Bacteroidales bacterium 	1.45E-07	0	1.76E-07	0	0	0	0	0	0	0	0	0	4.72E-07	5.72E-06	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Marinilabiliales |Marinilabiliaceae |Alkalitalea |Alkalitalea saponilacus* 	6.37E-06	1.51E-05	5.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Marinilabiliales |Prolixibacteraceae |Sunxiuqinia |Sunxiuqinia dokdonensis 	8.69E-07	1.29E-06	1.94E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Marinilabiliales |Prolixibacteraceae |Tangfeifania |Tangfeifania diversioriginum* 	0	0	7.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Chitinophagia |Chitinophagales |Chitinophagaceae |Chitinophaga |Chitinophaga arvensicola 	2.03E-06	1.32E-05	5.22E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Chitinophagia |Chitinophagales |Chitinophagaceae |Chitinophaga |Chitinophaga jiangningensis 	2.17E-06	1.29E-05	5.69E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Chitinophagia |Chitinophagales |Chitinophagaceae |Chitinophaga |Unknown	1.11E-05	3.37E-05	0.000235056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Cytophagia |Cytophagales |Cytophagaceae |Candidatus Nephrothrix |Candidatus Nephrothrix sp. EaCA 	1.45E-07	0	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Flavobacteriia |Flavobacteriales |Flavobacteriaceae |Flavobacterium |Flavobacterium sp. ABG 	5.79E-07	3.02E-06	1.80E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Flavobacteriia |Flavobacteriales |Flavobacteriaceae |Myroides |Unknown	1.45E-07	0	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Flavobacteriia |Flavobacteriales |Unknown|Unknown|Flavobacteriales bacterium 	0.000349606	0.002054646	0.000925247	0	0	0	0	0	0	0	0	0	1.18E-07	0	0	0	0	0				
Bacteria |Bacteroidetes |Sphingobacteriia |Sphingobacteriales |Sphingobacteriaceae |Pedobacter |Unknown	2.90E-07	1.29E-06	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Sphingobacteriia |Sphingobacteriales |Sphingobacteriaceae |Sphingobacterium |Sphingobacterium detergens 	0	0	1.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Caldiserica |unified Caldiserica no rank|Unknown|Unknown|Unknown|Caldiserica bacterium SMC1 	1.30E-06	1.29E-06	1.76E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Candidatus Cloacimonetes |Unknown|Unknown|Unknown|Candidatus Cloacimonas |Candidatus Cloacimonas sp. 4484_209 	2.17E-06	9.49E-06	5.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Candidatus Latescibacteria |unified Candidatus Latescibacteria no rank|Unknown|Unknown|Unknown|Candidatus Latescibacteria bacterium 	1.45E-07	0	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Candidatus Melainabacteria |Unknown|Candidatus Gastranaerophilales |Unknown|Unknown|Candidatus Gastranaerophilales bacterium 	4.34E-07	8.63E-07	7.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Candidatus Melainabacteria |Unknown|Candidatus Gastranaerophilales |Unknown|Unknown|Candidatus Gastranaerophilales bacterium HUM_10 	3.18E-06	7.55E-06	8.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Candidatus Melainabacteria |Unknown|Candidatus Gastranaerophilales |Unknown|Unknown|Candidatus Gastranaerophilales bacterium HUM_13 	0	2.16E-07	3.70E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Candidatus Melainabacteria |Unknown|Candidatus Gastranaerophilales |Unknown|Unknown|Candidatus Gastranaerophilales bacterium HUM_15 	0	0	2.47E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Candidatus Melainabacteria |Unknown|Candidatus Gastranaerophilales |Unknown|Unknown|Candidatus Gastranaerophilales bacterium HUM_16 	1.16E-06	2.37E-06	2.64E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Candidatus Melainabacteria |Unknown|Candidatus Gastranaerophilales |Unknown|Unknown|Candidatus Gastranaerophilales bacterium HUM_17 	1.45E-07	6.47E-07	8.11E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Candidatus Melainabacteria |Unknown|Candidatus Gastranaerophilales |Unknown|Unknown|Candidatus Gastranaerophilales bacterium HUM_19 	1.45E-07	6.47E-07	6.52E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Candidatus Melainabacteria |Unknown|Candidatus Gastranaerophilales |Unknown|Unknown|Candidatus Gastranaerophilales bacterium HUM_3 	1.45E-07	4.31E-07	1.44E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Candidatus Melainabacteria |Unknown|Candidatus Gastranaerophilales |Unknown|Unknown|Candidatus Gastranaerophilales bacterium HUM_5 	0	0	1.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Candidatus Melainabacteria |Unknown|Candidatus Gastranaerophilales |Unknown|Unknown|Unknown	9.41E-06	2.26E-05	0.000326682	0	0	0	0	0	0	1.26E-06	8.11E-07	4.80E-07	0	0	0	0	0	0				
Bacteria |Candidatus Melainabacteria |Unknown|Unknown|Unknown|Unknown|Unknown	2.90E-07	8.63E-07	3.52E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Chloroflexi |Anaerolineae |Anaerolineales |Anaerolineaceae |Unknown|Anaerolineaceae bacterium 	0	1.94E-06	7.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Chloroflexi |Ktedonobacteria |Thermogemmatisporales |Thermogemmatisporaceae* |Thermogemmatispora* |Unknown	2.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Chloroflexi |unified Chloroflexi no rank|Unknown|Unknown|Unknown|Chloroflexi bacterium 	8.69E-07	3.24E-06	1.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Chloroflexi |unified Chloroflexi no rank|Unknown|Unknown|Unknown|Unknown	0	6.47E-07	5.29E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Cyanobacteria |Unknown|Pleurocapsales |Dermocarpellaceae |Stanieria |Stanieria cyanosphaera 	0	0	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Deferribacteres |Deferribacteres |Deferribacterales |Deferribacteraceae |Mucispirillum |Mucispirillum schaedleri* 	7.24E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Bacillus |Bacillus cellulosilyticus 	7.24E-07	0	1.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Bacillus |Bacillus cereus group  group	1.45E-07	2.16E-07	1.76E-07	1.67E-05	3.88E-05	2.54E-05	8.47E-07	0	0	0	0	0	0	0	2.10E-05	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Bacillus |Bacillus onubensis 	0	0	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Bacillus |Bacillus safensis 	1.88E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Bacillus |Bacillus sp. FJAT-27245 	1.45E-07	2.16E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Bacillus |Bacillus sp. FJAT-28004 	0	2.16E-07	7.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Bacillus |Unknown	8.69E-07	2.37E-06	2.64E-06	3.21E-05	1.26E-06	3.06E-07	2.82E-07	1.81E-07	0	0	4.06E-07	5.76E-07	4.72E-07	1.22E-07	1.11E-06	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Halobacillus |Halobacillus alkaliphilus 	0	2.16E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Lysinibacillus |Lysinibacillus fusiformis 	0	2.16E-07	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Lysinibacillus |Lysinibacillus sp. B2A1 	1.45E-07	6.47E-07	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Tepidibacillus |Tepidibacillus sp. HK-1 	0	2.16E-07	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Unknown|Unknown	1.16E-06	1.29E-06	1.41E-06	0	0	0	0	0	0	5.40E-07	0	0	9.44E-07	2.43E-07	1.11E-06	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Paenibacillaceae |Brevibacillus |Unknown	0	2.16E-07	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Paenibacillaceae |Paenibacillus |Paenibacillus contaminans 	1.45E-07	0	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Paenibacillaceae |Paenibacillus |Paenibacillus lautus 	1.45E-07	2.16E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Paenibacillaceae |Paenibacillus |Paenibacillus phocaensis 	4.34E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Paenibacillaceae |Paenibacillus |Paenibacillus sp. 1-49 	1.45E-07	2.16E-07	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Paenibacillaceae |Paenibacillus |Paenibacillus sp. CF384 	0	0	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Paenibacillaceae |Paenibacillus |Unknown	8.69E-07	1.08E-06	4.41E-06	0	0	0	5.65E-07	3.61E-07	0	3.60E-07	0	9.60E-08	3.89E-06	1.22E-06	8.92E-06	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Planococcaceae |Planococcus |Planococcus halotolerans 	2.90E-07	6.47E-07	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Lactobacillales |Carnobacteriaceae |Trichococcus |Trichococcus palustris 	1.45E-07	4.31E-07	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Enterococcus asini 	2.90E-07	2.16E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Enterococcus silesiacus 	2.90E-07	2.16E-07	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Enterococcus ureilyticus 	0	8.63E-07	5.29E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Lactobacillales |Lactobacillaceae |Lactobacillus |Lactobacillus nagelii 	4.34E-07	6.47E-07	7.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Lactobacillales |Lactobacillaceae |Lactobacillus |Unknown	0	4.31E-07	5.29E-07	0	0	0	0	0	0	0	0	0	3.54E-07	3.65E-07	4.78E-07	0	0	0				
Bacteria |Firmicutes |Bacilli |Lactobacillales |Lactobacillaceae |Pediococcus |Unknown	0	4.31E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Lactobacillales |Streptococcaceae |Streptococcus |Streptococcus oralis 	0	4.31E-07	1.76E-07	0	7.55E-07	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Lactobacillales |Streptococcaceae |Streptococcus |Unknown	0	1.51E-06	0	2.70E-07	0.00076954	4.58E-07	0.016086621	0.014752312	0.01858772	0.04112819	0.003750757	0.028378782	4.72E-07	2.43E-07	6.37E-07	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Catabacteriaceae |Catabacter* |Catabacter hongkongensis* 	4.34E-07	6.47E-07	1.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Christensenellaceae |Christensenella |Christensenella minuta 	1.45E-07	1.08E-06	1.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Christensenellaceae |Christensenella |Christensenella sp. Marseille-P3954 	0	2.16E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Christensenellaceae |Christensenella* |Unknown	1.45E-06	5.61E-06	2.47E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Butyricicoccus |Butyricicoccus porcorum 	8.69E-07	6.47E-07	1.06E-06	0	0	0	0	0	4.43E-07	3.60E-07	0	0	0	3.65E-07	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Butyricicoccus |Butyricicoccus sp. AF24-19AC 	0	2.16E-07	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Butyricicoccus |Butyricicoccus sp. AM05-1 	1.88E-06	6.47E-07	2.29E-06	0	0	0	0	1.81E-07	1.48E-07	0	0	0	0	1.12E-05	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Butyricicoccus |Butyricicoccus sp. AM28-25 	3.18E-06	3.67E-06	4.41E-06	0	0	0	2.54E-06	1.81E-06	1.18E-06	0	0	0	0	1.33E-05	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Butyricicoccus |Butyricicoccus sp. AM32-19 	2.39E-05	1.92E-05	3.52E-05	0	0	0	0	0	0	0	0	0	2.36E-07	6.57E-06	6.37E-07	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Butyricicoccus |Butyricicoccus sp. OF10-2 	2.46E-06	8.63E-07	1.94E-06	0	0	0	0	0	0	0	0	0	0	4.74E-06	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium akagii 	1.88E-06	1.94E-06	2.64E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium amylolyticum 	4.34E-07	2.16E-07	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium beijerinckii 	1.45E-07	1.08E-06	1.06E-06	2.16E-06	4.03E-06	2.75E-06	0	0	0	3.60E-07	4.06E-07	2.02E-06	0	0	1.43E-06	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium bornimense 	0	4.31E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium cadaveris 	5.79E-07	2.16E-07	1.76E-07	3.78E-06	2.34E-05	3.33E-05	8.47E-07	7.23E-07	1.03E-06	0	0	0	0	0	9.56E-07	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium carnis 	7.24E-07	4.31E-07	5.29E-07	2.70E-07	2.52E-07	1.53E-07	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium disporicum 	1.45E-07	1.51E-06	1.76E-07	0.000911207	0.016162365	0.002324349	0	0	0	0	0	0	0	2.19E-06	0.00059315	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium hathewayi CAG	1.01E-06	3.02E-06	2.47E-06	0	0	0	0	0	0	0	0	0	1.26E-05	3.41E-06	3.93E-05	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium jeddahense 	1.30E-06	6.47E-07	5.29E-07	0	0	0	0	0	0	0	0	0	3.54E-07	2.43E-07	6.37E-07	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium leptum CAG	1.16E-06	1.73E-06	1.23E-06	0	0	0	0	0	2.95E-07	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium phoceensis 	6.08E-06	1.10E-05	1.94E-05	0	0	0	0.000106184	6.27E-05	4.95E-05	0	0	0	0	8.51E-07	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium saccharoperbutylacetonicum 	0	0	5.29E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. 	5.94E-06	2.48E-05	7.75E-06	0	0	0	0	0	4.43E-07	0	0	0	0	1.09E-06	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. 1_1_41A1FAA 	2.90E-07	4.31E-07	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. 12A 	2.90E-07	2.16E-06	5.29E-07	0	0	0	0	0	0	0	0	0	2.36E-07	1.82E-06	3.19E-07	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. 26_22 	7.24E-07	1.51E-06	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. 27_14 	4.34E-07	1.94E-06	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	1.59E-07	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AF15-17LB 	2.75E-06	3.02E-06	4.76E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AF18-27 	4.34E-07	8.63E-07	1.76E-07	0	0	0	2.82E-06	7.04E-06	2.51E-06	3.60E-07	0	2.88E-07	0	2.19E-06	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AF19-22AC 	7.24E-07	2.59E-06	1.23E-06	0	0	0	0	0	0	1.17E-05	1.46E-05	2.04E-05	9.44E-07	2.31E-06	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AF27-2AA 	1.45E-07	0	1.76E-07	0	0	0	0	0	0	0	0	9.60E-08	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AF29-8BH 	7.24E-07	2.16E-07	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AF32-12BH 	2.90E-07	2.80E-06	1.41E-06	0	0	0	0	0	0	0	0	0	1.18E-07	1.22E-07	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AF34-13 	0	1.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AF36-18BH 	5.79E-07	1.08E-06	5.29E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AF37-5 	0	0	5.29E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AF43-10 	0	1.73E-06	7.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AM29-11AC 	1.46E-05	6.47E-06	7.58E-06	0	0	0	0	0	0	3.60E-07	6.09E-07	1.54E-06	6.37E-06	1.24E-05	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AM32-2 	0	0	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AM34-11AC 	5.79E-07	2.16E-07	3.52E-07	0	0	0	0	0	0	0	0	0	0	6.08E-07	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AM45-5 	1.45E-07	0	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AM58-1XD 	5.79E-07	6.47E-07	1.06E-06	0	0	0	1.33E-05	7.41E-06	1.09E-05	0	0	0	7.08E-07	2.43E-07	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. ASF502 	7.24E-07	4.10E-06	2.82E-06	0	0	0	0	0	0	0	0	0	9.44E-07	1.58E-06	3.19E-07	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. ATCC 29733 	0	1.29E-06	3.52E-07	0	0	0	0	0	0	0	0	0	7.08E-07	2.43E-07	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. CAG_433_25_7 	0	3.24E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. chh4-2 	4.92E-06	4.10E-06	6.70E-06	1.08E-06	7.55E-07	4.58E-07	0	0	0	0	0	0	3.99E-05	9.00E-06	1.75E-06	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. CL-6 	2.90E-07	0	5.29E-07	3.78E-05	2.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. D5 	1.16E-06	2.59E-06	1.76E-06	0	0	0	0	0	0	0	6.09E-07	4.80E-07	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. HGF2 	4.34E-07	1.29E-06	1.41E-06	0	0	0	0	5.42E-07	7.38E-07	0	0	0	0	1.22E-07	1.59E-07	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. HMSC19A11 	0	2.16E-07	1.76E-07	0	0	0	0	0	0	0	0	0	4.01E-06	4.86E-07	1.34E-05	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. OF09-36 	1.45E-07	4.31E-07	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. OM08-29 	1.45E-07	6.47E-07	3.52E-07	0	0	0	0	0	0	9.00E-07	2.03E-07	9.60E-08	1.18E-07	0	1.59E-07	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. PI-S10-A1B 	5.79E-07	2.16E-07	7.05E-07	5.40E-07	2.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. YH-panp20 	0	6.47E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sulfidigenes 	1.45E-07	2.16E-07	1.76E-07	0	0	0	5.65E-07	2.53E-06	2.95E-07	0	0	0	0	0	4.94E-06	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Geosporobacter |Geosporobacter ferrireducens 	0	1.08E-06	1.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
